image_id,image_width,image_height,image_path,label_colored_path,label_layers_path,label_regions_path,label_surfaces_path,horizon_position
5000175,320,239,../dataset/deeplearning/images/5000175.jpg,../dataset/deeplearning/labels_colored/5000175.png,../dataset/deeplearning/labels_raw/5000175.layers.txt,../dataset/deeplearning/labels_raw/5000175.regions.txt,../dataset/deeplearning/labels_raw/5000175.surfaces.txt,141.127072
6000276,320,240,../dataset/deeplearning/images/6000276.jpg,../dataset/deeplearning/labels_colored/6000276.png,../dataset/deeplearning/labels_raw/6000276.layers.txt,../dataset/deeplearning/labels_raw/6000276.regions.txt,../dataset/deeplearning/labels_raw/6000276.surfaces.txt,139.620879
5000184,320,213,../dataset/deeplearning/images/5000184.jpg,../dataset/deeplearning/labels_colored/5000184.png,../dataset/deeplearning/labels_raw/5000184.layers.txt,../dataset/deeplearning/labels_raw/5000184.regions.txt,../dataset/deeplearning/labels_raw/5000184.surfaces.txt,155.568681
3423,214,320,../dataset/deeplearning/images/0003423.jpg,../dataset/deeplearning/labels_colored/0003423.png,../dataset/deeplearning/labels_raw/0003423.layers.txt,../dataset/deeplearning/labels_raw/0003423.regions.txt,../dataset/deeplearning/labels_raw/0003423.surfaces.txt,150.82967
6000057,320,240,../dataset/deeplearning/images/6000057.jpg,../dataset/deeplearning/labels_colored/6000057.png,../dataset/deeplearning/labels_raw/6000057.layers.txt,../dataset/deeplearning/labels_raw/6000057.regions.txt,../dataset/deeplearning/labels_raw/6000057.surfaces.txt,111.928571
9001300,320,240,../dataset/deeplearning/images/9001300.jpg,../dataset/deeplearning/labels_colored/9001300.png,../dataset/deeplearning/labels_raw/9001300.layers.txt,../dataset/deeplearning/labels_raw/9001300.regions.txt,../dataset/deeplearning/labels_raw/9001300.surfaces.txt,42.267956
6000173,320,240,../dataset/deeplearning/images/6000173.jpg,../dataset/deeplearning/labels_colored/6000173.png,../dataset/deeplearning/labels_raw/6000173.layers.txt,../dataset/deeplearning/labels_raw/6000173.regions.txt,../dataset/deeplearning/labels_raw/6000173.surfaces.txt,143.041436
5000133,320,213,../dataset/deeplearning/images/5000133.jpg,../dataset/deeplearning/labels_colored/5000133.png,../dataset/deeplearning/labels_raw/5000133.layers.txt,../dataset/deeplearning/labels_raw/5000133.regions.txt,../dataset/deeplearning/labels_raw/5000133.surfaces.txt,130.991758
100935,320,240,../dataset/deeplearning/images/0100935.jpg,../dataset/deeplearning/labels_colored/0100935.png,../dataset/deeplearning/labels_raw/0100935.layers.txt,../dataset/deeplearning/labels_raw/0100935.regions.txt,../dataset/deeplearning/labels_raw/0100935.surfaces.txt,80.72099399999999
8008998,320,239,../dataset/deeplearning/images/8008998.jpg,../dataset/deeplearning/labels_colored/8008998.png,../dataset/deeplearning/labels_raw/8008998.layers.txt,../dataset/deeplearning/labels_raw/8008998.regions.txt,../dataset/deeplearning/labels_raw/8008998.surfaces.txt,158.29281799999998
6000120,320,240,../dataset/deeplearning/images/6000120.jpg,../dataset/deeplearning/labels_colored/6000120.png,../dataset/deeplearning/labels_raw/6000120.layers.txt,../dataset/deeplearning/labels_raw/6000120.regions.txt,../dataset/deeplearning/labels_raw/6000120.surfaces.txt,93.467033
5079,320,240,../dataset/deeplearning/images/0005079.jpg,../dataset/deeplearning/labels_colored/0005079.png,../dataset/deeplearning/labels_raw/0005079.layers.txt,../dataset/deeplearning/labels_raw/0005079.regions.txt,../dataset/deeplearning/labels_raw/0005079.surfaces.txt,101.936464
3002206,240,320,../dataset/deeplearning/images/3002206.jpg,../dataset/deeplearning/labels_colored/3002206.png,../dataset/deeplearning/labels_raw/3002206.layers.txt,../dataset/deeplearning/labels_raw/3002206.regions.txt,../dataset/deeplearning/labels_raw/3002206.surfaces.txt,69.950549
6000281,320,240,../dataset/deeplearning/images/6000281.jpg,../dataset/deeplearning/labels_colored/6000281.png,../dataset/deeplearning/labels_raw/6000281.layers.txt,../dataset/deeplearning/labels_raw/6000281.regions.txt,../dataset/deeplearning/labels_raw/6000281.surfaces.txt,114.565934
5000192,320,213,../dataset/deeplearning/images/5000192.jpg,../dataset/deeplearning/labels_colored/5000192.png,../dataset/deeplearning/labels_raw/5000192.layers.txt,../dataset/deeplearning/labels_raw/5000192.regions.txt,../dataset/deeplearning/labels_raw/5000192.surfaces.txt,103.469613
6000266,320,240,../dataset/deeplearning/images/6000266.jpg,../dataset/deeplearning/labels_colored/6000266.png,../dataset/deeplearning/labels_raw/6000266.layers.txt,../dataset/deeplearning/labels_raw/6000266.regions.txt,../dataset/deeplearning/labels_raw/6000266.surfaces.txt,144.367403
9003333,320,240,../dataset/deeplearning/images/9003333.jpg,../dataset/deeplearning/labels_colored/9003333.png,../dataset/deeplearning/labels_raw/9003333.layers.txt,../dataset/deeplearning/labels_raw/9003333.regions.txt,../dataset/deeplearning/labels_raw/9003333.surfaces.txt,90.002762
3003791,320,240,../dataset/deeplearning/images/3003791.jpg,../dataset/deeplearning/labels_colored/3003791.png,../dataset/deeplearning/labels_raw/3003791.layers.txt,../dataset/deeplearning/labels_raw/3003791.regions.txt,../dataset/deeplearning/labels_raw/3003791.surfaces.txt,63.137363
6000110,320,240,../dataset/deeplearning/images/6000110.jpg,../dataset/deeplearning/labels_colored/6000110.png,../dataset/deeplearning/labels_raw/6000110.layers.txt,../dataset/deeplearning/labels_raw/6000110.regions.txt,../dataset/deeplearning/labels_raw/6000110.surfaces.txt,136.411602
6000083,320,240,../dataset/deeplearning/images/6000083.jpg,../dataset/deeplearning/labels_colored/6000083.png,../dataset/deeplearning/labels_raw/6000083.layers.txt,../dataset/deeplearning/labels_raw/6000083.regions.txt,../dataset/deeplearning/labels_raw/6000083.surfaces.txt,147.019337
6000241,320,240,../dataset/deeplearning/images/6000241.jpg,../dataset/deeplearning/labels_colored/6000241.png,../dataset/deeplearning/labels_raw/6000241.layers.txt,../dataset/deeplearning/labels_raw/6000241.regions.txt,../dataset/deeplearning/labels_raw/6000241.surfaces.txt,154.126374
5000173,240,320,../dataset/deeplearning/images/5000173.jpg,../dataset/deeplearning/labels_colored/5000173.png,../dataset/deeplearning/labels_raw/5000173.layers.txt,../dataset/deeplearning/labels_raw/5000173.regions.txt,../dataset/deeplearning/labels_raw/5000173.surfaces.txt,195.859116
6000208,320,240,../dataset/deeplearning/images/6000208.jpg,../dataset/deeplearning/labels_colored/6000208.png,../dataset/deeplearning/labels_raw/6000208.layers.txt,../dataset/deeplearning/labels_raw/6000208.regions.txt,../dataset/deeplearning/labels_raw/6000208.surfaces.txt,144.367403
6000104,320,240,../dataset/deeplearning/images/6000104.jpg,../dataset/deeplearning/labels_colored/6000104.png,../dataset/deeplearning/labels_raw/6000104.layers.txt,../dataset/deeplearning/labels_raw/6000104.regions.txt,../dataset/deeplearning/labels_raw/6000104.surfaces.txt,133.759669
3000759,320,214,../dataset/deeplearning/images/3000759.jpg,../dataset/deeplearning/labels_colored/3000759.png,../dataset/deeplearning/labels_raw/3000759.layers.txt,../dataset/deeplearning/labels_raw/3000759.regions.txt,../dataset/deeplearning/labels_raw/3000759.surfaces.txt,6.967033
5000132,320,213,../dataset/deeplearning/images/5000132.jpg,../dataset/deeplearning/labels_colored/5000132.png,../dataset/deeplearning/labels_raw/5000132.layers.txt,../dataset/deeplearning/labels_raw/5000132.regions.txt,../dataset/deeplearning/labels_raw/5000132.surfaces.txt,120.458791
6000260,320,240,../dataset/deeplearning/images/6000260.jpg,../dataset/deeplearning/labels_colored/6000260.png,../dataset/deeplearning/labels_raw/6000260.layers.txt,../dataset/deeplearning/labels_raw/6000260.regions.txt,../dataset/deeplearning/labels_raw/6000260.surfaces.txt,130.39011000000002
6000335,320,240,../dataset/deeplearning/images/6000335.jpg,../dataset/deeplearning/labels_colored/6000335.png,../dataset/deeplearning/labels_raw/6000335.layers.txt,../dataset/deeplearning/labels_raw/6000335.regions.txt,../dataset/deeplearning/labels_raw/6000335.surfaces.txt,150.17033
6000115,320,240,../dataset/deeplearning/images/6000115.jpg,../dataset/deeplearning/labels_colored/6000115.png,../dataset/deeplearning/labels_raw/6000115.layers.txt,../dataset/deeplearning/labels_raw/6000115.regions.txt,../dataset/deeplearning/labels_raw/6000115.surfaces.txt,71.049451
9001619,320,240,../dataset/deeplearning/images/9001619.jpg,../dataset/deeplearning/labels_colored/9001619.png,../dataset/deeplearning/labels_raw/9001619.layers.txt,../dataset/deeplearning/labels_raw/9001619.regions.txt,../dataset/deeplearning/labels_raw/9001619.surfaces.txt,70.11326
2000043,240,320,../dataset/deeplearning/images/2000043.jpg,../dataset/deeplearning/labels_colored/2000043.png,../dataset/deeplearning/labels_raw/2000043.layers.txt,../dataset/deeplearning/labels_raw/2000043.regions.txt,../dataset/deeplearning/labels_raw/2000043.surfaces.txt,135.748619
6000267,320,240,../dataset/deeplearning/images/6000267.jpg,../dataset/deeplearning/labels_colored/6000267.png,../dataset/deeplearning/labels_raw/6000267.layers.txt,../dataset/deeplearning/labels_raw/6000267.regions.txt,../dataset/deeplearning/labels_raw/6000267.surfaces.txt,131.10773500000002
6000349,320,240,../dataset/deeplearning/images/6000349.jpg,../dataset/deeplearning/labels_colored/6000349.png,../dataset/deeplearning/labels_raw/6000349.layers.txt,../dataset/deeplearning/labels_raw/6000349.regions.txt,../dataset/deeplearning/labels_raw/6000349.surfaces.txt,131.10773500000002
6000312,320,240,../dataset/deeplearning/images/6000312.jpg,../dataset/deeplearning/labels_colored/6000312.png,../dataset/deeplearning/labels_raw/6000312.layers.txt,../dataset/deeplearning/labels_raw/6000312.regions.txt,../dataset/deeplearning/labels_raw/6000312.surfaces.txt,83.372928
6000228,320,240,../dataset/deeplearning/images/6000228.jpg,../dataset/deeplearning/labels_colored/6000228.png,../dataset/deeplearning/labels_raw/6000228.layers.txt,../dataset/deeplearning/labels_raw/6000228.regions.txt,../dataset/deeplearning/labels_raw/6000228.surfaces.txt,120.0
6000014,320,240,../dataset/deeplearning/images/6000014.jpg,../dataset/deeplearning/labels_colored/6000014.png,../dataset/deeplearning/labels_raw/6000014.layers.txt,../dataset/deeplearning/labels_raw/6000014.regions.txt,../dataset/deeplearning/labels_raw/6000014.surfaces.txt,142.258242
6000049,320,240,../dataset/deeplearning/images/6000049.jpg,../dataset/deeplearning/labels_colored/6000049.png,../dataset/deeplearning/labels_raw/6000049.layers.txt,../dataset/deeplearning/labels_raw/6000049.regions.txt,../dataset/deeplearning/labels_raw/6000049.surfaces.txt,62.157459
6000151,320,240,../dataset/deeplearning/images/6000151.jpg,../dataset/deeplearning/labels_colored/6000151.png,../dataset/deeplearning/labels_raw/6000151.layers.txt,../dataset/deeplearning/labels_raw/6000151.regions.txt,../dataset/deeplearning/labels_raw/6000151.surfaces.txt,99.28453
1000615,240,320,../dataset/deeplearning/images/1000615.jpg,../dataset/deeplearning/labels_colored/1000615.png,../dataset/deeplearning/labels_raw/1000615.layers.txt,../dataset/deeplearning/labels_raw/1000615.regions.txt,../dataset/deeplearning/labels_raw/1000615.surfaces.txt,107.461326
1001685,320,213,../dataset/deeplearning/images/1001685.jpg,../dataset/deeplearning/labels_colored/1001685.png,../dataset/deeplearning/labels_raw/1001685.layers.txt,../dataset/deeplearning/labels_raw/1001685.regions.txt,../dataset/deeplearning/labels_raw/1001685.surfaces.txt,93.541209
8004573,320,169,../dataset/deeplearning/images/8004573.jpg,../dataset/deeplearning/labels_colored/8004573.png,../dataset/deeplearning/labels_raw/8004573.layers.txt,../dataset/deeplearning/labels_raw/8004573.regions.txt,../dataset/deeplearning/labels_raw/8004573.surfaces.txt,79.39779
6000219,320,240,../dataset/deeplearning/images/6000219.jpg,../dataset/deeplearning/labels_colored/6000219.png,../dataset/deeplearning/labels_raw/6000219.layers.txt,../dataset/deeplearning/labels_raw/6000219.regions.txt,../dataset/deeplearning/labels_raw/6000219.surfaces.txt,142.258242
8003952,213,320,../dataset/deeplearning/images/8003952.jpg,../dataset/deeplearning/labels_colored/8003952.png,../dataset/deeplearning/labels_raw/8003952.layers.txt,../dataset/deeplearning/labels_raw/8003952.regions.txt,../dataset/deeplearning/labels_raw/8003952.surfaces.txt,141.05248600000002
5000257,320,213,../dataset/deeplearning/images/5000257.jpg,../dataset/deeplearning/labels_colored/5000257.png,../dataset/deeplearning/labels_raw/5000257.layers.txt,../dataset/deeplearning/labels_raw/5000257.regions.txt,../dataset/deeplearning/labels_raw/5000257.surfaces.txt,73.645604
105146,320,194,../dataset/deeplearning/images/0105146.jpg,../dataset/deeplearning/labels_colored/0105146.png,../dataset/deeplearning/labels_raw/0105146.layers.txt,../dataset/deeplearning/labels_raw/0105146.regions.txt,../dataset/deeplearning/labels_raw/0105146.surfaces.txt,84.175824
631,320,180,../dataset/deeplearning/images/0000631.jpg,../dataset/deeplearning/labels_colored/0000631.png,../dataset/deeplearning/labels_raw/0000631.layers.txt,../dataset/deeplearning/labels_raw/0000631.regions.txt,../dataset/deeplearning/labels_raw/0000631.surfaces.txt,80.0
104958,320,213,../dataset/deeplearning/images/0104958.jpg,../dataset/deeplearning/labels_colored/0104958.png,../dataset/deeplearning/labels_raw/0104958.layers.txt,../dataset/deeplearning/labels_raw/0104958.regions.txt,../dataset/deeplearning/labels_raw/0104958.surfaces.txt,157.60221
6000264,320,240,../dataset/deeplearning/images/6000264.jpg,../dataset/deeplearning/labels_colored/6000264.png,../dataset/deeplearning/labels_raw/6000264.layers.txt,../dataset/deeplearning/labels_raw/6000264.regions.txt,../dataset/deeplearning/labels_raw/6000264.surfaces.txt,120.0
6000169,320,240,../dataset/deeplearning/images/6000169.jpg,../dataset/deeplearning/labels_colored/6000169.png,../dataset/deeplearning/labels_raw/6000169.layers.txt,../dataset/deeplearning/labels_raw/6000169.regions.txt,../dataset/deeplearning/labels_raw/6000169.surfaces.txt,148.345304
6000257,320,240,../dataset/deeplearning/images/6000257.jpg,../dataset/deeplearning/labels_colored/6000257.png,../dataset/deeplearning/labels_raw/6000257.layers.txt,../dataset/deeplearning/labels_raw/6000257.regions.txt,../dataset/deeplearning/labels_raw/6000257.surfaces.txt,138.302198
6000116,320,240,../dataset/deeplearning/images/6000116.jpg,../dataset/deeplearning/labels_colored/6000116.png,../dataset/deeplearning/labels_raw/6000116.layers.txt,../dataset/deeplearning/labels_raw/6000116.regions.txt,../dataset/deeplearning/labels_raw/6000116.surfaces.txt,130.39011000000002
6000153,320,240,../dataset/deeplearning/images/6000153.jpg,../dataset/deeplearning/labels_colored/6000153.png,../dataset/deeplearning/labels_raw/6000153.layers.txt,../dataset/deeplearning/labels_raw/6000153.regions.txt,../dataset/deeplearning/labels_raw/6000153.surfaces.txt,162.930939
5000121,320,213,../dataset/deeplearning/images/5000121.jpg,../dataset/deeplearning/labels_colored/5000121.png,../dataset/deeplearning/labels_raw/5000121.layers.txt,../dataset/deeplearning/labels_raw/5000121.regions.txt,../dataset/deeplearning/labels_raw/5000121.surfaces.txt,125.828729
1100031,320,261,../dataset/deeplearning/images/1100031.jpg,../dataset/deeplearning/labels_colored/1100031.png,../dataset/deeplearning/labels_raw/1100031.layers.txt,../dataset/deeplearning/labels_raw/1100031.regions.txt,../dataset/deeplearning/labels_raw/1100031.surfaces.txt,81.972376
5074,320,240,../dataset/deeplearning/images/0005074.jpg,../dataset/deeplearning/labels_colored/0005074.png,../dataset/deeplearning/labels_raw/0005074.layers.txt,../dataset/deeplearning/labels_raw/0005074.regions.txt,../dataset/deeplearning/labels_raw/0005074.surfaces.txt,87.350829
11154,320,240,../dataset/deeplearning/images/0011154.jpg,../dataset/deeplearning/labels_colored/0011154.png,../dataset/deeplearning/labels_raw/0011154.layers.txt,../dataset/deeplearning/labels_raw/0011154.regions.txt,../dataset/deeplearning/labels_raw/0011154.surfaces.txt,165.582873
11116,320,240,../dataset/deeplearning/images/0011116.jpg,../dataset/deeplearning/labels_colored/0011116.png,../dataset/deeplearning/labels_raw/0011116.layers.txt,../dataset/deeplearning/labels_raw/0011116.regions.txt,../dataset/deeplearning/labels_raw/0011116.surfaces.txt,136.411602
102435,320,240,../dataset/deeplearning/images/0102435.jpg,../dataset/deeplearning/labels_colored/0102435.png,../dataset/deeplearning/labels_raw/0102435.layers.txt,../dataset/deeplearning/labels_raw/0102435.regions.txt,../dataset/deeplearning/labels_raw/0102435.surfaces.txt,118.521978
3000099,320,240,../dataset/deeplearning/images/3000099.jpg,../dataset/deeplearning/labels_colored/3000099.png,../dataset/deeplearning/labels_raw/3000099.layers.txt,../dataset/deeplearning/labels_raw/3000099.regions.txt,../dataset/deeplearning/labels_raw/3000099.surfaces.txt,96.632597
9003836,320,240,../dataset/deeplearning/images/9003836.jpg,../dataset/deeplearning/labels_colored/9003836.png,../dataset/deeplearning/labels_raw/9003836.layers.txt,../dataset/deeplearning/labels_raw/9003836.regions.txt,../dataset/deeplearning/labels_raw/9003836.surfaces.txt,101.936464
6000347,320,240,../dataset/deeplearning/images/6000347.jpg,../dataset/deeplearning/labels_colored/6000347.png,../dataset/deeplearning/labels_raw/6000347.layers.txt,../dataset/deeplearning/labels_raw/6000347.regions.txt,../dataset/deeplearning/labels_raw/6000347.surfaces.txt,132.433702
101488,320,213,../dataset/deeplearning/images/0101488.jpg,../dataset/deeplearning/labels_colored/0101488.png,../dataset/deeplearning/labels_raw/0101488.layers.txt,../dataset/deeplearning/labels_raw/0101488.regions.txt,../dataset/deeplearning/labels_raw/0101488.surfaces.txt,77.58010999999999
794,320,241,../dataset/deeplearning/images/0000794.jpg,../dataset/deeplearning/labels_colored/0000794.png,../dataset/deeplearning/labels_raw/0000794.layers.txt,../dataset/deeplearning/labels_raw/0000794.regions.txt,../dataset/deeplearning/labels_raw/0000794.surfaces.txt,167.60221
6000064,320,240,../dataset/deeplearning/images/6000064.jpg,../dataset/deeplearning/labels_colored/6000064.png,../dataset/deeplearning/labels_raw/6000064.layers.txt,../dataset/deeplearning/labels_raw/6000064.regions.txt,../dataset/deeplearning/labels_raw/6000064.surfaces.txt,129.781768
6000304,320,240,../dataset/deeplearning/images/6000304.jpg,../dataset/deeplearning/labels_colored/6000304.png,../dataset/deeplearning/labels_raw/6000304.layers.txt,../dataset/deeplearning/labels_raw/6000304.regions.txt,../dataset/deeplearning/labels_raw/6000304.surfaces.txt,139.063536
3001004,320,240,../dataset/deeplearning/images/3001004.jpg,../dataset/deeplearning/labels_colored/3001004.png,../dataset/deeplearning/labels_raw/3001004.layers.txt,../dataset/deeplearning/labels_raw/3001004.regions.txt,../dataset/deeplearning/labels_raw/3001004.surfaces.txt,90.82967
6000003,320,240,../dataset/deeplearning/images/6000003.jpg,../dataset/deeplearning/labels_colored/6000003.png,../dataset/deeplearning/labels_raw/6000003.layers.txt,../dataset/deeplearning/labels_raw/6000003.regions.txt,../dataset/deeplearning/labels_raw/6000003.surfaces.txt,109.892265
6000099,320,240,../dataset/deeplearning/images/6000099.jpg,../dataset/deeplearning/labels_colored/6000099.png,../dataset/deeplearning/labels_raw/6000099.layers.txt,../dataset/deeplearning/labels_raw/6000099.regions.txt,../dataset/deeplearning/labels_raw/6000099.surfaces.txt,143.576923
6000147,320,240,../dataset/deeplearning/images/6000147.jpg,../dataset/deeplearning/labels_colored/6000147.png,../dataset/deeplearning/labels_raw/6000147.layers.txt,../dataset/deeplearning/labels_raw/6000147.regions.txt,../dataset/deeplearning/labels_raw/6000147.surfaces.txt,132.433702
6000028,320,240,../dataset/deeplearning/images/6000028.jpg,../dataset/deeplearning/labels_colored/6000028.png,../dataset/deeplearning/labels_raw/6000028.layers.txt,../dataset/deeplearning/labels_raw/6000028.regions.txt,../dataset/deeplearning/labels_raw/6000028.surfaces.txt,120.0
6000270,320,240,../dataset/deeplearning/images/6000270.jpg,../dataset/deeplearning/labels_colored/6000270.png,../dataset/deeplearning/labels_raw/6000270.layers.txt,../dataset/deeplearning/labels_raw/6000270.regions.txt,../dataset/deeplearning/labels_raw/6000270.surfaces.txt,120.0
3000945,320,219,../dataset/deeplearning/images/3000945.jpg,../dataset/deeplearning/labels_colored/3000945.png,../dataset/deeplearning/labels_raw/3000945.layers.txt,../dataset/deeplearning/labels_raw/3000945.regions.txt,../dataset/deeplearning/labels_raw/3000945.surfaces.txt,85.332418
6000200,320,240,../dataset/deeplearning/images/6000200.jpg,../dataset/deeplearning/labels_colored/6000200.png,../dataset/deeplearning/labels_raw/6000200.layers.txt,../dataset/deeplearning/labels_raw/6000200.regions.txt,../dataset/deeplearning/labels_raw/6000200.surfaces.txt,162.038462
9004581,320,240,../dataset/deeplearning/images/9004581.jpg,../dataset/deeplearning/labels_colored/9004581.png,../dataset/deeplearning/labels_raw/9004581.layers.txt,../dataset/deeplearning/labels_raw/9004581.regions.txt,../dataset/deeplearning/labels_raw/9004581.surfaces.txt,128.455801
104019,320,240,../dataset/deeplearning/images/0104019.jpg,../dataset/deeplearning/labels_colored/0104019.png,../dataset/deeplearning/labels_raw/0104019.layers.txt,../dataset/deeplearning/labels_raw/0104019.regions.txt,../dataset/deeplearning/labels_raw/0104019.surfaces.txt,201.383978
4100246,240,320,../dataset/deeplearning/images/4100246.jpg,../dataset/deeplearning/labels_colored/4100246.png,../dataset/deeplearning/labels_raw/4100246.layers.txt,../dataset/deeplearning/labels_raw/4100246.regions.txt,../dataset/deeplearning/labels_raw/4100246.surfaces.txt,142.038462
6000340,320,240,../dataset/deeplearning/images/6000340.jpg,../dataset/deeplearning/labels_colored/6000340.png,../dataset/deeplearning/labels_raw/6000340.layers.txt,../dataset/deeplearning/labels_raw/6000340.regions.txt,../dataset/deeplearning/labels_raw/6000340.surfaces.txt,120.0
6000144,320,240,../dataset/deeplearning/images/6000144.jpg,../dataset/deeplearning/labels_colored/6000144.png,../dataset/deeplearning/labels_raw/6000144.layers.txt,../dataset/deeplearning/labels_raw/6000144.regions.txt,../dataset/deeplearning/labels_raw/6000144.surfaces.txt,113.870166
9003635,320,240,../dataset/deeplearning/images/9003635.jpg,../dataset/deeplearning/labels_colored/9003635.png,../dataset/deeplearning/labels_raw/9003635.layers.txt,../dataset/deeplearning/labels_raw/9003635.regions.txt,../dataset/deeplearning/labels_raw/9003635.surfaces.txt,117.848066
6000204,320,240,../dataset/deeplearning/images/6000204.jpg,../dataset/deeplearning/labels_colored/6000204.png,../dataset/deeplearning/labels_raw/6000204.layers.txt,../dataset/deeplearning/labels_raw/6000204.regions.txt,../dataset/deeplearning/labels_raw/6000204.surfaces.txt,144.367403
103344,320,213,../dataset/deeplearning/images/0103344.jpg,../dataset/deeplearning/labels_colored/0103344.png,../dataset/deeplearning/labels_raw/0103344.layers.txt,../dataset/deeplearning/labels_raw/0103344.regions.txt,../dataset/deeplearning/labels_raw/0103344.surfaces.txt,57.260989
